identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
NZR-00010,unassigned_point,node/9993453121,no,39.606009,-9.066665,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00011,unassigned_point,node/10075757635,no,39.5984251,-9.0678433,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00012,unassigned_point,node/10075757636,no,39.6076834,-9.0556197,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00013,unassigned_point,node/9993453122,no,39.601396,-9.0681478,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00014,unassigned_point,node/10075757637,no,39.6081235,-9.0649585,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00015,unassigned_point,node/9900423938,no,39.597187,-9.0690667,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
NZR-00016,unassigned_point,node/9900423940,no,39.6062926,-9.0739802,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
NZR-00017,unassigned_point,node/9900423937,no,39.5922634,-9.0729576,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
NZR-00018,unassigned_point,node/9900423939,no,39.602626,-9.0690327,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
NZR-00019,unassigned_point,node/9897893307,no,39.6138964,-9.0614896,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
NZR-00025,unassigned_point,node/11333727919,no,39.6081641,-9.0657457,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,150 kW,1000
NZR-00027,unassigned_point,node/11061461312,no,39.5353149,-9.0820808,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00028,unassigned_point,node/11332057547,no,39.6049919,-9.0669258,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,1,75,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,30 kW,500
NZR-00031,unassigned_point,node/11061461309,no,39.5968466,-9.07144,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00032,unassigned_point,node/10796913113,no,39.5877844,-9.0736906,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00033,unassigned_point,node/12489316857,no,39.5877589,-9.0736429,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00034,unassigned_point,node/11061461310,no,39.6101491,-9.0620152,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00035,unassigned_point,node/12489316856,no,39.5877077,-9.0735523,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
NZR-00036,unassigned_point,node/12175784998,no,39.6077533,-9.0664484,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,60 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,120 kW,1000
NZR-00038,unassigned_point,node/12074159876,no,39.6125339,-9.0633553,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
NZR-00039,unassigned_point,node/12979796764,no,39.6207075,-8.9914364,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,140 kW,1000
NZR-00040,unassigned_point,node/12979796763,no,39.6199152,-8.9908807,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,140 kW,1000
NZR-90001,unassigned_point,node/8283845810,no,39.5981693,-9.0700782,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
Nissan Auto Elgê,unassigned_point,node/8270361501,no,37.7515965,-25.6558509,Nissan,yes,24/7,Nissan,,,,PT,,,1,110,44 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
OAZ-00005,unassigned_point,node/8309439984,no,40.8276158,-8.4830654,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OAZ-00006,unassigned_point,node/11435879607,no,40.8342194,-8.4806807,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
OAZ-00008,unassigned_point,node/11805769225,no,40.8836714,-8.4516306,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
OAZ-00009,unassigned_point,node/11896590196,no,40.8276615,-8.4830573,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
OAZ-00011,unassigned_point,node/12059941750,no,40.8396556,-8.4802845,Iberdrola,yes,09:00-21:30,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OAZ-00012,unassigned_point,node/8112781492,no,40.8384285,-8.4800667,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OAZ-00014,unassigned_point,node/12616817692,no,40.9180931,-8.424039,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,1000
OAZ-00017,unassigned_point,node/5349380815,no,40.8319797,-8.4852973,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,140,50 kW,500
OAZ-00018,unassigned_point,node/12732103824,no,40.8384493,-8.4801089,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,140,50 kW,500
OAZ-00019,unassigned_point,node/5349379982,no,40.8351637,-8.4796,,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,140,50 kW,500
OAZ-00020,unassigned_point,node/12732103825,no,40.87562,-8.509119,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,140,50 kW,500
OAZ-00022,unassigned_point,node/12197675020,no,40.852486,-8.4780044,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
OBD-00003,unassigned_point,node/4285884097,no,39.354667,-9.1592884,Prio.E,yes,24/7,Mobi.E,EN 8,Óbidos,2510,PT,+351 800 100 303,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OBD-00007,unassigned_point,node/9554967234,no,39.4067575,-9.2429861,Veimonte,yes,24/7,Mobi.E,,,,PT,+351 266 896 443,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OBD-00010…12 -> OBD-00010,child_point,child/node/9975732693,no,39.385604715934505,-9.282528047820987,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
OBD-00010…12 -> OBD-00011,child_point,child/node/13048483135,no,39.385604715934505,-9.282528047820987,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
OBD-00010…12 -> OBD-00012,child_point,child/node/13048483134,no,39.385604715934505,-9.282528047820987,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
OBD-00013…15 -> OBD-00013,child_point,child/node/9975732692,no,39.415552207723884,-9.24373109043893,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,100 kW,1000
OBD-00013…15 -> OBD-00014,child_point,child/node/13048831710,no,39.415552207723884,-9.24373109043893,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
OBD-00013…15 -> OBD-00015,child_point,child/node/13048831709,no,39.415552207723884,-9.24373109043893,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
OBD-00016…18 -> OBD-00016,child_point,child/node/10157924952,no,39.390271305161626,-9.287904565630356,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,100 kW,1000
OBD-00016…18 -> OBD-00017,child_point,child/node/13048522374,no,39.390271305161626,-9.287904565630356,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
OBD-00016…18 -> OBD-00018,child_point,child/node/13048522373,no,39.390271305161626,-9.287904565630356,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
OBD-00019,unassigned_point,node/12319493233,no,39.3866936,-9.1502631,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,150 kW,1000
OBD-00020,unassigned_point,node/12319493232,no,39.3881801,-9.1490054,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,150 kW,1000
OBD-00024,child_point,child/node/11145894251,no,39.37539865,-9.13857765,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,375,150 kW,1000
OBD-90005,unassigned_point,node/8280823092,no,39.3588355,-9.1568041,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OBR-00001,unassigned_point,node/8286205047,no,40.5134454,-8.4963611,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OBR-00002 - Intermarché,unassigned_point,node/8486651154,no,40.5138525,-8.4873003,Powerdot,yes,24/7,Mobi.E,,Oliveira do Bairro,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
OBR-00004 - Residencial Estância,unassigned_point,node/11106031238,no,40.5258725,-8.506965,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OBR-00005 - CALCOB,unassigned_point,node/11380474039,no,40.5070944,-8.5609972,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
OBR-00006 - Pingo Doce,unassigned_point,node/10967854001,no,40.5081237,-8.4863033,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,75,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,75,30 kW,500
OBR-00007,unassigned_point,node/11861937008,no,40.5266399,-8.6000565,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,2,200,120 kW,1000
OBR-00010,unassigned_point,node/12841603939,no,40.555584,-8.555386,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
OBR-00011,unassigned_point,node/12434457496,no,40.516261,-8.494685,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
OBR-00013,unassigned_point,node/12643863473,no,40.499935,-8.587523,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,500
OBR-00014,unassigned_point,node/12707342293,no,40.5034542,-8.6144578,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
OBR-00015,unassigned_point,node/12643859392,no,40.4980741,-8.5620299,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,150,60 kW,500
OBR-00016,unassigned_point,node/12643924825,no,40.507835,-8.483295,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,150,60 kW,500
OBR-00017,unassigned_point,node/12132525748,no,40.5221953,-8.5035797,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ODM-00001,unassigned_point,node/8647618654,no,37.5985,-8.645917,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ODM-00003,unassigned_point,node/7593159464,no,37.7268067,-8.7817615,Atlante,yes,24/7,Mobi.E,Largo de Santa Maria,Vila Nova de Milfontes,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ODM-00005,unassigned_point,node/9458654673,no,37.5987643,-8.6455818,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ODM-00008,unassigned_point,node/9856705297,no,37.599544,-8.631195,Mobiletric,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ODM-00018,unassigned_point,node/9848264280,no,37.5912515,-8.6680279,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ODM-90002,unassigned_point,node/7593143797,no,37.525097,-8.7869305,Galp Power,yes,24/7,Mobi.E,Beco do Elias,Zambujeira do Mar,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ODM-90004,unassigned_point,node/7593177680,no,37.7234737,-8.7852212,Galp Power,yes,24/7,Mobi.E,Avenida Marginal,Vila Nova de Milfontes,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
ODV-00004,unassigned_point,node/8207453605,no,38.7989485,-9.1971472,Prio.E,yes,24/7,Mobi.E,Avenida das Acácias,Odivelas,,PT,+351 800 100 303,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
ODV-00005,unassigned_point,node/8089361897,no,38.7916642,-9.2163049,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ODV-00006,unassigned_point,node/8014416758,no,38.7837426,-9.1922207,Galp Geste,yes,24/7,Mobi.E,Avenida Severiano Pedro Falcão,Odivelas,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ODV-00011,unassigned_point,node/9735458932,no,38.785195,-9.1792437,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt,1,80,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
ODV-00012,unassigned_point,node/9517551532,no,38.804965,-9.15803,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,1,80,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
ODV-00018,child_point,child/node/11275817600,no,38.79227048324812,-9.215720562584794,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,200 kW,500
ODV-00018,child_point,child/node/13028490999,no,38.79227048324812,-9.215720562584794,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,160 kW,500
ODV-00019,unassigned_point,node/11380536705,no,38.810755,-9.2307658,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ODV-00026 - Strada Outlet,unassigned_point,node/8089402333,no,38.7820458,-9.1929683,Atlante,yes,Mo-Su 07:00-24:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ODV-00027 - Strada Outlet,unassigned_point,node/8089402332,no,38.7820751,-9.1929066,Atlante,yes,Mo-Su 07:00-24:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ODV-00028,unassigned_point,node/11947706719,no,38.7826632,-9.1921807,Powerdot,yes,Mo-Su 07:00-24:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,250,200 kW,1000
ODV-00029,unassigned_point,node/11861840245,no,38.8065832,-9.2003576,Cepsa,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,300 kW,1000
ODV-00033,unassigned_point,node/11812512711,no,38.8104506,-9.2343967,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
ODV-00035,unassigned_point,node/12319500198,no,38.7901736,-9.214171,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,400,180 kW,1000
ODV-00037,unassigned_point,node/12115694372,no,38.7961969,-9.1693294,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
ODV-00038,unassigned_point,node/12132193638,no,38.7962494,-9.1693149,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,400,150 kW,1000
ODV-00039…41/45/46 -> ODV-00039,child_point,child/node/11964226634,no,38.793150701175904,-9.168418342733093,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,200 kW,1000
ODV-00039…41/45/46 -> ODV-00040,child_point,child/node/12670818885,no,38.793150701175904,-9.168418342733093,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,400 kW,1000
ODV-00039…41/45/46 -> ODV-00041,child_point,child/node/12670818884,no,38.793150701175904,-9.168418342733093,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,400 kW,1000
ODV-00039…41/45/46 -> ODV-00045,child_point,child/node/12861413495,no,38.793150701175904,-9.168418342733093,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,200 kW,1000
ODV-00039…41/45/46 -> ODV-00046,child_point,child/node/12861413494,no,38.793150701175904,-9.168418342733093,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,200 kW,1000
ODV-00042,unassigned_point,node/8207446548,no,38.7948058,-9.1676831,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,50 kW,500
ODV-00043,unassigned_point,node/12437725054,no,38.7947572,-9.1676711,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ODV-00044,unassigned_point,node/9141358127,no,38.814329,-9.1878668,Enable Mobility Solutions,yes,24/7,Mobi.E,Avenida Augusto Hilário,Ramada,,PT,,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ODV-00047,unassigned_point,node/10990246058,no,38.7942755,-9.1680623,Galp Power,yes,09:00-21:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
